Tissue,PMP,Total_Count,Total_Tissue_Count,VRF
cfDNA,r:13600:13686:13742:`010,1,3962133,2.5238930646699644e-07
cfDNA,r:13600:13686:13742:`011,0,3962133,0.0
cfDNA,r:13600:13686:13742:`100,0,3962133,0.0
cfDNA,r:13600:13686:13742:`101,0,3962133,0.0
cfDNA,r:13600:13686:13742:`110,0,3962133,0.0
cfDNA,r:13600:13686:13742:`111,0,3962133,0.0
cfDNA,r:13600:13691:13701:`000,1240,3962133,0.0003129627400190756
cfDNA,r:13600:13691:13701:`001,9,3962133,2.2715037582029678e-06
cfDNA,r:13600:13691:13701:`010,0,3962133,0.0
cfDNA,r:13600:13691:13701:`011,0,3962133,0.0
cfDNA,r:13600:13691:13701:`100,34,3962133,8.58123641987788e-06
cfDNA,r:13600:13691:13701:`101,0,3962133,0.0
cfDNA,r:13600:13691:13701:`110,0,3962133,0.0
cfDNA,r:13600:13691:13701:`111,0,3962133,0.0
cfDNA,r:13600:13691:13707:`000,1210,3962133,0.0003053910608250657
cfDNA,r:13600:13691:13707:`001,0,3962133,0.0
cfDNA,r:13600:13691:13707:`010,0,3962133,0.0
cfDNA,r:13600:13691:13707:`011,0,3962133,0.0
cfDNA,r:13600:13691:13707:`100,34,3962133,8.58123641987788e-06
cfDNA,r:13600:13691:13707:`101,0,3962133,0.0
cfDNA,r:13600:13691:13707:`110,0,3962133,0.0
cfDNA,r:13600:13691:13707:`111,0,3962133,0.0
cfDNA,r:13600:13691:13709:`000,1188,3962133,0.0002998384960827918
cfDNA,r:13600:13691:13709:`001,0,3962133,0.0
cfDNA,r:13600:13691:13709:`010,0,3962133,0.0
cfDNA,r:13600:13691:13709:`011,0,3962133,0.0
cfDNA,r:13600:13691:13709:`100,34,3962133,8.58123641987788e-06
cfDNA,r:13600:13691:13709:`101,0,3962133,0.0
cfDNA,r:13600:13691:13709:`110,0,3962133,0.0
cfDNA,r:13600:13691:13709:`111,0,3962133,0.0
cfDNA,r:13600:13691:13713:`000,936,3962133,0.00023623639085310866
cfDNA,r:13600:13691:13713:`001,8,3962133,2.0191144517359716e-06
cfDNA,r:13600:13691:13713:`010,0,3962133,0.0
cfDNA,r:13600:13691:13713:`011,0,3962133,0.0
cfDNA,r:13600:13691:13713:`100,17,3962133,4.29061820993894e-06
cfDNA,r:13600:13691:13713:`101,0,3962133,0.0
cfDNA,r:13600:13691:13713:`110,0,3962133,0.0
cfDNA,r:13600:13691:13713:`111,0,3962133,0.0
cfDNA,r:13600:13691:13718:`000,834,3962133,0.00021049268159347502
cfDNA,r:13600:13691:13718:`001,32,3962133,8.076457806943886e-06
cfDNA,r:13600:13691:13718:`010,0,3962133,0.0
cfDNA,r:13600:13691:13718:`011,0,3962133,0.0
cfDNA,r:13600:13691:13718:`100,17,3962133,4.29061820993894e-06
cfDNA,r:13600:13691:13718:`101,0,3962133,0.0
cfDNA,r:13600:13691:13718:`110,0,3962133,0.0
cfDNA,r:13600:13691:13718:`111,0,3962133,0.0
cfDNA,r:13600:13691:13724:`000,724,3962133,0.00018272985788210543
cfDNA,r:13600:13691:13724:`001,0,3962133,0.0
cfDNA,r:13600:13691:13724:`010,0,3962133,0.0
cfDNA,r:13600:13691:13724:`011,0,3962133,0.0
cfDNA,r:13600:13691:13724:`100,17,3962133,4.29061820993894e-06
cfDNA,r:13600:13691:13724:`101,0,3962133,0.0
cfDNA,r:13600:13691:13724:`110,0,3962133,0.0
cfDNA,r:13600:13691:13724:`111,0,3962133,0.0
cfDNA,r:13600:13691:13742:`000,149,3962133,3.760600666358247e-05
cfDNA,r:13600:13691:13742:`001,0,3962133,0.0
cfDNA,r:13600:13691:13742:`010,0,3962133,0.0
cfDNA,r:13600:13691:13742:`011,0,3962133,0.0
cfDNA,r:13600:13691:13742:`100,0,3962133,0.0
cfDNA,r:13600:13691:13742:`101,0,3962133,0.0
cfDNA,r:13600:13691:13742:`110,0,3962133,0.0
cfDNA,r:13600:13691:13742:`111,0,3962133,0.0
cfDNA,r:13600:13701:13707:`000,1206,3962133,0.0003043815035991977
cfDNA,r:13600:13701:13707:`001,0,3962133,0.0
cfDNA,r:13600:13701:13707:`010,9,3962133,2.2715037582029678e-06
cfDNA,r:13600:13701:13707:`011,0,3962133,0.0
cfDNA,r:13600:13701:13707:`100,34,3962133,8.58123641987788e-06
cfDNA,r:13600:13701:13707:`101,0,3962133,0.0
cfDNA,r:13600:13701:13707:`110,0,3962133,0.0
cfDNA,r:13600:13701:13707:`111,0,3962133,0.0
cfDNA,r:13600:13701:13709:`000,1184,3962133,0.0002988289388569238
cfDNA,r:13600:13701:13709:`001,0,3962133,0.0
cfDNA,r:13600:13701:13709:`010,9,3962133,2.2715037582029678e-06
cfDNA,r:13600:13701:13709:`011,0,3962133,0.0
cfDNA,r:13600:13701:13709:`100,34,3962133,8.58123641987788e-06
cfDNA,r:13600:13701:13709:`101,0,3962133,0.0
cfDNA,r:13600:13701:13709:`110,0,3962133,0.0
cfDNA,r:13600:13701:13709:`111,0,3962133,0.0
cfDNA,r:13600:13701:13713:`000,931,3962133,0.00023497444432077369
cfDNA,r:13600:13701:13713:`001,8,3962133,2.0191144517359716e-06
cfDNA,r:13600:13701:13713:`010,9,3962133,2.2715037582029678e-06
cfDNA,r:13600:13701:13713:`011,0,3962133,0.0
cfDNA,r:13600:13701:13713:`100,17,3962133,4.29061820993894e-06
cfDNA,r:13600:13701:13713:`101,0,3962133,0.0
cfDNA,r:13600:13701:13713:`110,0,3962133,0.0
cfDNA,r:13600:13701:13713:`111,0,3962133,0.0
cfDNA,r:13600:13701:13718:`000,837,3962133,0.00021124984951287603
cfDNA,r:13600:13701:13718:`001,32,3962133,8.076457806943886e-06
cfDNA,r:13600:13701:13718:`010,0,3962133,0.0
cfDNA,r:13600:13701:13718:`011,0,3962133,0.0
cfDNA,r:13600:13701:13718:`100,17,3962133,4.29061820993894e-06
cfDNA,r:13600:13701:13718:`101,0,3962133,0.0
cfDNA,r:13600:13701:13718:`110,0,3962133,0.0
cfDNA,r:13600:13701:13718:`111,0,3962133,0.0
cfDNA,r:13600:13701:13724:`000,727,3962133,0.0001834870258015064
cfDNA,r:13600:13701:13724:`001,0,3962133,0.0
cfDNA,r:13600:13701:13724:`010,0,3962133,0.0
cfDNA,r:13600:13701:13724:`011,0,3962133,0.0
cfDNA,r:13600:13701:13724:`100,17,3962133,4.29061820993894e-06
cfDNA,r:13600:13701:13724:`101,0,3962133,0.0
cfDNA,r:13600:13701:13724:`110,0,3962133,0.0
cfDNA,r:13600:13701:13724:`111,0,3962133,0.0
cfDNA,r:13600:13701:13742:`000,149,3962133,3.760600666358247e-05
cfDNA,r:13600:13701:13742:`001,0,3962133,0.0
cfDNA,r:13600:13701:13742:`010,0,3962133,0.0
cfDNA,r:13600:13701:13742:`011,0,3962133,0.0
cfDNA,r:13600:13701:13742:`100,0,3962133,0.0
cfDNA,r:13600:13701:13742:`101,0,3962133,0.0
cfDNA,r:13600:13701:13742:`110,0,3962133,0.0
cfDNA,r:13600:13701:13742:`111,0,3962133,0.0
cfDNA,r:13600:13707:13709:`000,1192,3962133,0.0003008480533086598
cfDNA,r:13600:13707:13709:`001,0,3962133,0.0
cfDNA,r:13600:13707:13709:`010,0,3962133,0.0
cfDNA,r:13600:13707:13709:`011,0,3962133,0.0
cfDNA,r:13600:13707:13709:`100,34,3962133,8.58123641987788e-06
cfDNA,r:13600:13707:13709:`101,0,3962133,0.0
cfDNA,r:13600:13707:13709:`110,0,3962133,0.0
cfDNA,r:13600:13707:13709:`111,0,3962133,0.0
cfDNA,r:13600:13707:13713:`000,939,3962133,0.00023699355877250967
cfDNA,r:13600:13707:13713:`001,8,3962133,2.0191144517359716e-06
cfDNA,r:13600:13707:13713:`010,0,3962133,0.0
cfDNA,r:13600:13707:13713:`011,0,3962133,0.0
cfDNA,r:13600:13707:13713:`100,17,3962133,4.29061820993894e-06
cfDNA,r:13600:13707:13713:`101,0,3962133,0.0
cfDNA,r:13600:13707:13713:`110,0,3962133,0.0
cfDNA,r:13600:13707:13713:`111,0,3962133,0.0
cfDNA,r:13600:13707:13718:`000,836,3962133,0.00021099746020640902
cfDNA,r:13600:13707:13718:`001,32,3962133,8.076457806943886e-06
cfDNA,r:13600:13707:13718:`010,0,3962133,0.0
cfDNA,r:13600:13707:13718:`011,0,3962133,0.0
cfDNA,r:13600:13707:13718:`100,17,3962133,4.29061820993894e-06
cfDNA,r:13600:13707:13718:`101,0,3962133,0.0
cfDNA,r:13600:13707:13718:`110,0,3962133,0.0
cfDNA,r:13600:13707:13718:`111,0,3962133,0.0
cfDNA,r:13600:13707:13724:`000,726,3962133,0.0001832346364950394
cfDNA,r:13600:13707:13724:`001,0,3962133,0.0
cfDNA,r:13600:13707:13724:`010,0,3962133,0.0
cfDNA,r:13600:13707:13724:`011,0,3962133,0.0
cfDNA,r:13600:13707:13724:`100,17,3962133,4.29061820993894e-06
cfDNA,r:13600:13707:13724:`101,0,3962133,0.0
cfDNA,r:13600:13707:13724:`110,0,3962133,0.0
cfDNA,r:13600:13707:13724:`111,0,3962133,0.0
cfDNA,r:13600:13707:13742:`000,149,3962133,3.760600666358247e-05
cfDNA,r:13600:13707:13742:`001,0,3962133,0.0
cfDNA,r:13600:13707:13742:`010,0,3962133,0.0
cfDNA,r:13600:13707:13742:`011,0,3962133,0.0
cfDNA,r:13600:13707:13742:`100,0,3962133,0.0
cfDNA,r:13600:13707:13742:`101,0,3962133,0.0
cfDNA,r:13600:13707:13742:`110,0,3962133,0.0
cfDNA,r:13600:13707:13742:`111,0,3962133,0.0
cfDNA,r:13600:13709:13713:`000,940,3962133,0.00023724594807897665
cfDNA,r:13600:13709:13713:`001,8,3962133,2.0191144517359716e-06
cfDNA,r:13600:13709:13713:`010,0,3962133,0.0
cfDNA,r:13600:13709:13713:`011,0,3962133,0.0
cfDNA,r:13600:13709:13713:`100,17,3962133,4.29061820993894e-06
cfDNA,r:13600:13709:13713:`101,0,3962133,0.0
cfDNA,r:13600:13709:13713:`110,0,3962133,0.0
cfDNA,r:13600:13709:13713:`111,0,3962133,0.0
cfDNA,r:13600:13709:13718:`000,837,3962133,0.00021124984951287603
cfDNA,r:13600:13709:13718:`001,32,3962133,8.076457806943886e-06
cfDNA,r:13600:13709:13718:`010,0,3962133,0.0
cfDNA,r:13600:13709:13718:`011,0,3962133,0.0
cfDNA,r:13600:13709:13718:`100,17,3962133,4.29061820993894e-06
cfDNA,r:13600:13709:13718:`101,0,3962133,0.0
cfDNA,r:13600:13709:13718:`110,0,3962133,0.0
cfDNA,r:13600:13709:13718:`111,0,3962133,0.0
cfDNA,r:13600:13709:13724:`000,727,3962133,0.0001834870258015064
cfDNA,r:13600:13709:13724:`001,0,3962133,0.0
cfDNA,r:13600:13709:13724:`010,0,3962133,0.0
cfDNA,r:13600:13709:13724:`011,0,3962133,0.0
cfDNA,r:13600:13709:13724:`100,17,3962133,4.29061820993894e-06
cfDNA,r:13600:13709:13724:`101,0,3962133,0.0
cfDNA,r:13600:13709:13724:`110,0,3962133,0.0
cfDNA,r:13600:13709:13724:`111,0,3962133,0.0
cfDNA,r:13600:13709:13742:`000,149,3962133,3.760600666358247e-05
cfDNA,r:13600:13709:13742:`001,0,3962133,0.0
cfDNA,r:13600:13709:13742:`010,0,3962133,0.0
cfDNA,r:13600:13709:13742:`011,0,3962133,0.0
cfDNA,r:13600:13709:13742:`100,0,3962133,0.0
cfDNA,r:13600:13709:13742:`101,0,3962133,0.0
cfDNA,r:13600:13709:13742:`110,0,3962133,0.0
cfDNA,r:13600:13709:13742:`111,0,3962133,0.0
cfDNA,r:13600:13713:13718:`000,828,3962133,0.00020897834575467304
cfDNA,r:13600:13713:13718:`001,32,3962133,8.076457806943886e-06
cfDNA,r:13600:13713:13718:`010,8,3962133,2.0191144517359716e-06
cfDNA,r:13600:13713:13718:`011,0,3962133,0.0
cfDNA,r:13600:13713:13718:`100,17,3962133,4.29061820993894e-06
cfDNA,r:13600:13713:13718:`101,0,3962133,0.0
cfDNA,r:13600:13713:13718:`110,0,3962133,0.0
cfDNA,r:13600:13713:13718:`111,0,3962133,0.0
cfDNA,r:13600:13713:13724:`000,719,3962133,0.00018146791134977043
cfDNA,r:13600:13713:13724:`001,0,3962133,0.0
cfDNA,r:13600:13713:13724:`010,8,3962133,2.0191144517359716e-06
cfDNA,r:13600:13713:13724:`011,0,3962133,0.0
cfDNA,r:13600:13713:13724:`100,17,3962133,4.29061820993894e-06
cfDNA,r:13600:13713:13724:`101,0,3962133,0.0
cfDNA,r:13600:13713:13724:`110,0,3962133,0.0
cfDNA,r:13600:13713:13724:`111,0,3962133,0.0
cfDNA,r:13600:13713:13742:`000,149,3962133,3.760600666358247e-05
cfDNA,r:13600:13713:13742:`001,0,3962133,0.0
cfDNA,r:13600:13713:13742:`010,0,3962133,0.0
cfDNA,r:13600:13713:13742:`011,0,3962133,0.0
cfDNA,r:13600:13713:13742:`100,0,3962133,0.0
cfDNA,r:13600:13713:13742:`101,0,3962133,0.0
cfDNA,r:13600:13713:13742:`110,0,3962133,0.0
cfDNA,r:13600:13713:13742:`111,0,3962133,0.0
cfDNA,r:13600:13718:13724:`000,695,3962133,0.00017541056799456252
cfDNA,r:13600:13718:13724:`001,0,3962133,0.0
cfDNA,r:13600:13718:13724:`010,32,3962133,8.076457806943886e-06
cfDNA,r:13600:13718:13724:`011,0,3962133,0.0
cfDNA,r:13600:13718:13724:`100,17,3962133,4.29061820993894e-06
cfDNA,r:13600:13718:13724:`101,0,3962133,0.0
cfDNA,r:13600:13718:13724:`110,0,3962133,0.0
cfDNA,r:13600:13718:13724:`111,0,3962133,0.0
cfDNA,r:13600:13718:13742:`000,148,3962133,3.7353617357115475e-05
cfDNA,r:13600:13718:13742:`001,0,3962133,0.0
cfDNA,r:13600:13718:13742:`010,1,3962133,2.5238930646699644e-07
cfDNA,r:13600:13718:13742:`011,0,3962133,0.0
cfDNA,r:13600:13718:13742:`100,0,3962133,0.0
cfDNA,r:13600:13718:13742:`101,0,3962133,0.0
cfDNA,r:13600:13718:13742:`110,0,3962133,0.0
cfDNA,r:13600:13718:13742:`111,0,3962133,0.0
cfDNA,r:13600:13724:13742:`000,149,3962133,3.760600666358247e-05
cfDNA,r:13600:13724:13742:`001,0,3962133,0.0
cfDNA,r:13600:13724:13742:`010,0,3962133,0.0
cfDNA,r:13600:13724:13742:`011,0,3962133,0.0
cfDNA,r:13600:13724:13742:`100,0,3962133,0.0
cfDNA,r:13600:13724:13742:`101,0,3962133,0.0
cfDNA,r:13600:13724:13742:`110,0,3962133,0.0
cfDNA,r:13600:13724:13742:`111,0,3962133,0.0
cfDNA,r:13606:13627:13634:`000,2803,3962133,0.000707447226026991
cfDNA,r:13606:13627:13634:`001,6,3962133,1.5143358388019787e-06
cfDNA,r:13606:13627:13634:`010,10,3962133,2.5238930646699644e-06
cfDNA,r:13606:13627:13634:`011,16,3962133,4.038228903471943e-06
cfDNA,r:13606:13627:13634:`100,43,3962133,1.0852740178080847e-05
cfDNA,r:13606:13627:13634:`101,0,3962133,0.0
cfDNA,r:13606:13627:13634:`110,0,3962133,0.0
cfDNA,r:13606:13627:13634:`111,8,3962133,2.0191144517359716e-06
cfDNA,r:13606:13627:13636:`000,2741,3962133,0.0006917990890260372
cfDNA,r:13606:13627:13636:`001,0,3962133,0.0
cfDNA,r:13606:13627:13636:`010,4,3962133,1.0095572258679858e-06
cfDNA,r:13606:13627:13636:`011,22,3962133,5.552564742273921e-06
cfDNA,r:13606:13627:13636:`100,43,3962133,1.0852740178080847e-05
cfDNA,r:13606:13627:13636:`101,0,3962133,0.0
cfDNA,r:13606:13627:13636:`110,8,3962133,2.0191144517359716e-06
cfDNA,r:13606:13627:13636:`111,0,3962133,0.0
cfDNA,r:13606:13627:13647:`000,2378,3962133,0.0006001817707785175
cfDNA,r:13606:13627:13647:`001,0,3962133,0.0
cfDNA,r:13606:13627:13647:`010,6,3962133,1.5143358388019787e-06
cfDNA,r:13606:13627:13647:`011,16,3962133,4.038228903471943e-06
cfDNA,r:13606:13627:13647:`100,43,3962133,1.0852740178080847e-05
cfDNA,r:13606:13627:13647:`101,0,3962133,0.0
cfDNA,r:13606:13627:13647:`110,0,3962133,0.0
cfDNA,r:13606:13627:13647:`111,8,3962133,2.0191144517359716e-06
cfDNA,r:13606:13627:13661:`000,2238,3962133,0.000564847267873138
cfDNA,r:13606:13627:13661:`001,17,3962133,4.29061820993894e-06
cfDNA,r:13606:13627:13661:`010,0,3962133,0.0
cfDNA,r:13606:13627:13661:`011,16,3962133,4.038228903471943e-06
cfDNA,r:13606:13627:13661:`100,43,3962133,1.0852740178080847e-05
cfDNA,r:13606:13627:13661:`101,0,3962133,0.0
cfDNA,r:13606:13627:13661:`110,0,3962133,0.0
cfDNA,r:13606:13627:13661:`111,8,3962133,2.0191144517359716e-06
cfDNA,r:13606:13627:13669:`000,1974,3962133,0.000498216490965851
cfDNA,r:13606:13627:13669:`001,56,3962133,1.4133801162151801e-05
cfDNA,r:13606:13627:13669:`010,0,3962133,0.0
cfDNA,r:13606:13627:13669:`011,16,3962133,4.038228903471943e-06
cfDNA,r:13606:13627:13669:`100,43,3962133,1.0852740178080847e-05
cfDNA,r:13606:13627:13669:`101,0,3962133,0.0
cfDNA,r:13606:13627:13669:`110,0,3962133,0.0
cfDNA,r:13606:13627:13669:`111,8,3962133,2.0191144517359716e-06
cfDNA,r:13606:13627:13678:`000,1827,3962133,0.0004611152629152025
cfDNA,r:13606:13627:13678:`001,47,3962133,1.1862297403948832e-05
cfDNA,r:13606:13627:13678:`010,0,3962133,0.0
cfDNA,r:13606:13627:13678:`011,0,3962133,0.0
cfDNA,r:13606:13627:13678:`100,43,3962133,1.0852740178080847e-05
cfDNA,r:13606:13627:13678:`101,0,3962133,0.0
cfDNA,r:13606:13627:13678:`110,0,3962133,0.0
cfDNA,r:13606:13627:13678:`111,8,3962133,2.0191144517359716e-06
cfDNA,r:13606:13627:13684:`000,1739,3962133,0.0004389050039461068
cfDNA,r:13606:13627:13684:`001,12,3962133,3.0286716776039573e-06
cfDNA,r:13606:13627:13684:`010,0,3962133,0.0
cfDNA,r:13606:13627:13684:`011,0,3962133,0.0
cfDNA,r:13606:13627:13684:`100,43,3962133,1.0852740178080847e-05
cfDNA,r:13606:13627:13684:`101,0,3962133,0.0
cfDNA,r:13606:13627:13684:`110,0,3962133,0.0
cfDNA,r:13606:13627:13684:`111,4,3962133,1.0095572258679858e-06
cfDNA,r:13606:13627:13686:`000,1716,3962133,0.00043310004989736587
cfDNA,r:13606:13627:13686:`001,23,3962133,5.804954048740918e-06
cfDNA,r:13606:13627:13686:`010,0,3962133,0.0
cfDNA,r:13606:13627:13686:`011,0,3962133,0.0
cfDNA,r:13606:13627:13686:`100,43,3962133,1.0852740178080847e-05
cfDNA,r:13606:13627:13686:`101,0,3962133,0.0
cfDNA,r:13606:13627:13686:`110,0,3962133,0.0
cfDNA,r:13606:13627:13686:`111,4,3962133,1.0095572258679858e-06
cfDNA,r:13606:13627:13691:`000,1556,3962133,0.00039271776086264643
cfDNA,r:13606:13627:13691:`001,0,3962133,0.0
cfDNA,r:13606:13627:13691:`010,0,3962133,0.0
cfDNA,r:13606:13627:13691:`011,0,3962133,0.0
cfDNA,r:13606:13627:13691:`100,43,3962133,1.0852740178080847e-05
cfDNA,r:13606:13627:13691:`101,0,3962133,0.0
cfDNA,r:13606:13627:13691:`110,0,3962133,0.0
cfDNA,r:13606:13627:13691:`111,4,3962133,1.0095572258679858e-06
cfDNA,r:13606:13627:13701:`000,1414,3962133,0.000356878479344333
cfDNA,r:13606:13627:13701:`001,9,3962133,2.2715037582029678e-06
cfDNA,r:13606:13627:13701:`010,0,3962133,0.0
cfDNA,r:13606:13627:13701:`011,0,3962133,0.0
cfDNA,r:13606:13627:13701:`100,43,3962133,1.0852740178080847e-05
cfDNA,r:13606:13627:13701:`101,0,3962133,0.0
cfDNA,r:13606:13627:13701:`110,0,3962133,0.0
cfDNA,r:13606:13627:13701:`111,0,3962133,0.0
cfDNA,r:13606:13627:13707:`000,1385,3962133,0.0003495591894567901
cfDNA,r:13606:13627:13707:`001,0,3962133,0.0
cfDNA,r:13606:13627:13707:`010,0,3962133,0.0
cfDNA,r:13606:13627:13707:`011,0,3962133,0.0
cfDNA,r:13606:13627:13707:`100,43,3962133,1.0852740178080847e-05
cfDNA,r:13606:13627:13707:`101,0,3962133,0.0
cfDNA,r:13606:13627:13707:`110,0,3962133,0.0
cfDNA,r:13606:13627:13707:`111,0,3962133,0.0
cfDNA,r:13606:13627:13709:`000,1363,3962133,0.0003440066247145161
cfDNA,r:13606:13627:13709:`001,0,3962133,0.0
cfDNA,r:13606:13627:13709:`010,0,3962133,0.0
cfDNA,r:13606:13627:13709:`011,0,3962133,0.0
cfDNA,r:13606:13627:13709:`100,43,3962133,1.0852740178080847e-05
cfDNA,r:13606:13627:13709:`101,0,3962133,0.0
cfDNA,r:13606:13627:13709:`110,0,3962133,0.0
cfDNA,r:13606:13627:13709:`111,0,3962133,0.0
cfDNA,r:13606:13627:13713:`000,1092,3962133,0.00027560912266196013
cfDNA,r:13606:13627:13713:`001,8,3962133,2.0191144517359716e-06
cfDNA,r:13606:13627:13713:`010,0,3962133,0.0
cfDNA,r:13606:13627:13713:`011,0,3962133,0.0
cfDNA,r:13606:13627:13713:`100,43,3962133,1.0852740178080847e-05
cfDNA,r:13606:13627:13713:`101,0,3962133,0.0
cfDNA,r:13606:13627:13713:`110,0,3962133,0.0
cfDNA,r:13606:13627:13713:`111,0,3962133,0.0
cfDNA,r:13606:13627:13718:`000,990,3962133,0.00024986541340232647
cfDNA,r:13606:13627:13718:`001,32,3962133,8.076457806943886e-06
cfDNA,r:13606:13627:13718:`010,0,3962133,0.0
cfDNA,r:13606:13627:13718:`011,0,3962133,0.0
cfDNA,r:13606:13627:13718:`100,43,3962133,1.0852740178080847e-05
cfDNA,r:13606:13627:13718:`101,0,3962133,0.0
cfDNA,r:13606:13627:13718:`110,0,3962133,0.0
cfDNA,r:13606:13627:13718:`111,0,3962133,0.0
cfDNA,r:13606:13627:13724:`000,879,3962133,0.00022185020038448987
cfDNA,r:13606:13627:13724:`001,0,3962133,0.0
cfDNA,r:13606:13627:13724:`010,0,3962133,0.0
cfDNA,r:13606:13627:13724:`011,0,3962133,0.0
cfDNA,r:13606:13627:13724:`100,43,3962133,1.0852740178080847e-05
cfDNA,r:13606:13627:13724:`101,0,3962133,0.0
cfDNA,r:13606:13627:13724:`110,0,3962133,0.0
cfDNA,r:13606:13627:13724:`111,0,3962133,0.0
cfDNA,r:13606:13627:13742:`000,304,3962133,7.672634916596692e-05
cfDNA,r:13606:13627:13742:`001,0,3962133,0.0
cfDNA,r:13606:13627:13742:`010,0,3962133,0.0
cfDNA,r:13606:13627:13742:`011,0,3962133,0.0
cfDNA,r:13606:13627:13742:`100,0,3962133,0.0
cfDNA,r:13606:13627:13742:`101,0,3962133,0.0
cfDNA,r:13606:13627:13742:`110,0,3962133,0.0
cfDNA,r:13606:13627:13742:`111,0,3962133,0.0
cfDNA,r:13606:13634:13636:`000,2734,3962133,0.0006900323638807682
cfDNA,r:13606:13634:13636:`001,6,3962133,1.5143358388019787e-06
cfDNA,r:13606:13634:13636:`010,6,3962133,1.5143358388019787e-06
cfDNA,r:13606:13634:13636:`011,16,3962133,4.038228903471943e-06
cfDNA,r:13606:13634:13636:`100,43,3962133,1.0852740178080847e-05
cfDNA,r:13606:13634:13636:`101,0,3962133,0.0
cfDNA,r:13606:13634:13636:`110,8,3962133,2.0191144517359716e-06
cfDNA,r:13606:13634:13636:`111,0,3962133,0.0
cfDNA,r:13606:13634:13647:`000,2381,3962133,0.0006009389386979185
cfDNA,r:13606:13634:13647:`001,0,3962133,0.0
cfDNA,r:13606:13634:13647:`010,0,3962133,0.0
cfDNA,r:13606:13634:13647:`011,16,3962133,4.038228903471943e-06
cfDNA,r:13606:13634:13647:`100,43,3962133,1.0852740178080847e-05
cfDNA,r:13606:13634:13647:`101,0,3962133,0.0
cfDNA,r:13606:13634:13647:`110,0,3962133,0.0
cfDNA,r:13606:13634:13647:`111,8,3962133,2.0191144517359716e-06
cfDNA,r:13606:13634:13661:`000,2233,3962133,0.000563585321340803
cfDNA,r:13606:13634:13661:`001,17,3962133,4.29061820993894e-06
cfDNA,r:13606:13634:13661:`010,0,3962133,0.0
cfDNA,r:13606:13634:13661:`011,16,3962133,4.038228903471943e-06
cfDNA,r:13606:13634:13661:`100,43,3962133,1.0852740178080847e-05
cfDNA,r:13606:13634:13661:`101,0,3962133,0.0
cfDNA,r:13606:13634:13661:`110,0,3962133,0.0
cfDNA,r:13606:13634:13661:`111,8,3962133,2.0191144517359716e-06
cfDNA,r:13606:13634:13669:`000,1970,3962133,0.0004972069337399829
cfDNA,r:13606:13634:13669:`001,56,3962133,1.4133801162151801e-05
cfDNA,r:13606:13634:13669:`010,0,3962133,0.0
cfDNA,r:13606:13634:13669:`011,16,3962133,4.038228903471943e-06
cfDNA,r:13606:13634:13669:`100,43,3962133,1.0852740178080847e-05
cfDNA,r:13606:13634:13669:`101,0,3962133,0.0
cfDNA,r:13606:13634:13669:`110,0,3962133,0.0
cfDNA,r:13606:13634:13669:`111,8,3962133,2.0191144517359716e-06
cfDNA,r:13606:13634:13678:`000,1824,3962133,0.0004603580949958015
cfDNA,r:13606:13634:13678:`001,47,3962133,1.1862297403948832e-05
cfDNA,r:13606:13634:13678:`010,0,3962133,0.0
cfDNA,r:13606:13634:13678:`011,0,3962133,0.0
cfDNA,r:13606:13634:13678:`100,43,3962133,1.0852740178080847e-05
cfDNA,r:13606:13634:13678:`101,0,3962133,0.0
cfDNA,r:13606:13634:13678:`110,0,3962133,0.0
cfDNA,r:13606:13634:13678:`111,8,3962133,2.0191144517359716e-06
cfDNA,r:13606:13634:13684:`000,1737,3962133,0.00043840022533317283
cfDNA,r:13606:13634:13684:`001,12,3962133,3.0286716776039573e-06
cfDNA,r:13606:13634:13684:`010,0,3962133,0.0
cfDNA,r:13606:13634:13684:`011,0,3962133,0.0
cfDNA,r:13606:13634:13684:`100,43,3962133,1.0852740178080847e-05
cfDNA,r:13606:13634:13684:`101,0,3962133,0.0
cfDNA,r:13606:13634:13684:`110,0,3962133,0.0
cfDNA,r:13606:13634:13684:`111,4,3962133,1.0095572258679858e-06
cfDNA,r:13606:13634:13686:`000,1714,3962133,0.0004325952712844319
cfDNA,r:13606:13634:13686:`001,23,3962133,5.804954048740918e-06
cfDNA,r:13606:13634:13686:`010,0,3962133,0.0
cfDNA,r:13606:13634:13686:`011,0,3962133,0.0
cfDNA,r:13606:13634:13686:`100,43,3962133,1.0852740178080847e-05
cfDNA,r:13606:13634:13686:`101,0,3962133,0.0
cfDNA,r:13606:13634:13686:`110,0,3962133,0.0
cfDNA,r:13606:13634:13686:`111,4,3962133,1.0095572258679858e-06
cfDNA,r:13606:13634:13691:`000,1556,3962133,0.00039271776086264643
cfDNA,r:13606:13634:13691:`001,0,3962133,0.0
cfDNA,r:13606:13634:13691:`010,0,3962133,0.0
cfDNA,r:13606:13634:13691:`011,0,3962133,0.0
cfDNA,r:13606:13634:13691:`100,43,3962133,1.0852740178080847e-05
cfDNA,r:13606:13634:13691:`101,0,3962133,0.0
cfDNA,r:13606:13634:13691:`110,0,3962133,0.0
cfDNA,r:13606:13634:13691:`111,4,3962133,1.0095572258679858e-06
cfDNA,r:13606:13634:13701:`000,1414,3962133,0.000356878479344333
cfDNA,r:13606:13634:13701:`001,9,3962133,2.2715037582029678e-06
cfDNA,r:13606:13634:13701:`010,0,3962133,0.0
cfDNA,r:13606:13634:13701:`011,0,3962133,0.0
