strand,CpG_Coordinates,`000,`001,`010,`011,`100,`101,`110,`111,Sample_ID,Replicate,Tissue
r,10053:10058:10159,587,0,3,0,0,44,0,0,1,Rep2,islet
r,10053:10058:10162,556,0,3,0,0,44,0,0,1,Rep2,islet
r,10053:10058:10179,318,0,3,0,0,44,0,0,1,Rep2,islet
r,10053:10058:10184,221,1,0,0,0,44,0,0,1,Rep2,islet
r,10053:10058:10191,126,26,0,0,0,44,0,0,1,Rep2,islet
r,10053:10071:10075,1317,0,14,0,0,0,0,49,1,Rep2,islet
r,10053:10071:10081,1317,0,14,0,0,0,0,49,1,Rep2,islet
r,10053:10071:10088,1278,9,14,0,0,0,0,49,1,Rep2,islet
r,10053:10071:10096,1287,0,14,0,0,0,0,49,1,Rep2,islet
r,10053:10071:10102,1285,0,14,0,0,0,0,49,1,Rep2,islet
r,10053:10071:10109,1250,35,0,14,0,0,0,49,1,Rep2,islet
r,10053:10071:10111,1286,0,14,0,0,0,0,49,1,Rep2,islet
r,10053:10071:10118,1186,0,14,0,0,0,0,47,1,Rep2,islet
r,10053:10071:10121,1138,0,14,0,0,0,0,47,1,Rep2,islet
r,10053:10071:10130,1023,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10071:10133,959,64,0,0,0,0,0,45,1,Rep2,islet
r,10053:10071:10140,847,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10071:10146,677,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10071:10150,677,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10071:10159,590,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10071:10162,559,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10071:10179,321,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10071:10184,221,1,0,0,0,0,0,45,1,Rep2,islet
r,10053:10071:10191,126,26,0,0,0,0,0,45,1,Rep2,islet
r,10053:10075:10081,1331,0,0,0,0,0,0,49,1,Rep2,islet
r,10053:10075:10088,1292,9,0,0,0,0,0,49,1,Rep2,islet
r,10053:10075:10096,1301,0,0,0,0,0,0,49,1,Rep2,islet
r,10053:10075:10102,1299,0,0,0,0,0,0,49,1,Rep2,islet
r,10053:10075:10109,1250,49,0,0,0,0,0,49,1,Rep2,islet
r,10053:10075:10111,1300,0,0,0,0,0,0,49,1,Rep2,islet
r,10053:10075:10118,1200,0,0,0,0,0,0,47,1,Rep2,islet
r,10053:10075:10121,1152,0,0,0,0,0,0,47,1,Rep2,islet
r,10053:10075:10130,1023,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10075:10133,959,64,0,0,0,0,0,45,1,Rep2,islet
r,10053:10075:10140,847,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10075:10146,677,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10075:10150,677,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10075:10159,590,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10075:10162,559,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10075:10179,321,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10075:10184,221,1,0,0,0,0,0,45,1,Rep2,islet
r,10053:10075:10191,126,26,0,0,0,0,0,45,1,Rep2,islet
r,10053:10081:10088,1292,9,0,0,0,0,0,49,1,Rep2,islet
r,10053:10081:10096,1301,0,0,0,0,0,0,49,1,Rep2,islet
r,10053:10081:10102,1299,0,0,0,0,0,0,49,1,Rep2,islet
r,10053:10081:10109,1250,49,0,0,0,0,0,49,1,Rep2,islet
r,10053:10081:10111,1300,0,0,0,0,0,0,49,1,Rep2,islet
r,10053:10081:10118,1200,0,0,0,0,0,0,47,1,Rep2,islet
r,10053:10081:10121,1152,0,0,0,0,0,0,47,1,Rep2,islet
r,10053:10081:10130,1023,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10081:10133,959,64,0,0,0,0,0,45,1,Rep2,islet
r,10053:10081:10140,847,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10081:10146,677,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10081:10150,677,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10081:10159,590,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10081:10162,559,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10081:10179,321,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10081:10184,221,1,0,0,0,0,0,45,1,Rep2,islet
r,10053:10081:10191,126,26,0,0,0,0,0,45,1,Rep2,islet
r,10053:10088:10096,1292,0,9,0,0,0,0,49,1,Rep2,islet
r,10053:10088:10102,1290,0,9,0,0,0,0,49,1,Rep2,islet
r,10053:10088:10109,1241,49,9,0,0,0,0,49,1,Rep2,islet
r,10053:10088:10111,1291,0,9,0,0,0,0,49,1,Rep2,islet
r,10053:10088:10118,1191,0,9,0,0,0,0,47,1,Rep2,islet
r,10053:10088:10121,1143,0,9,0,0,0,0,47,1,Rep2,islet
r,10053:10088:10130,1014,0,9,0,0,0,0,45,1,Rep2,islet
r,10053:10088:10133,950,64,9,0,0,0,0,45,1,Rep2,islet
r,10053:10088:10140,838,0,9,0,0,0,0,45,1,Rep2,islet
r,10053:10088:10146,668,0,9,0,0,0,0,45,1,Rep2,islet
r,10053:10088:10150,668,0,9,0,0,0,0,45,1,Rep2,islet
r,10053:10088:10159,581,0,9,0,0,0,0,45,1,Rep2,islet
r,10053:10088:10162,550,0,9,0,0,0,0,45,1,Rep2,islet
r,10053:10088:10179,321,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10088:10184,221,1,0,0,0,0,0,45,1,Rep2,islet
r,10053:10088:10191,126,26,0,0,0,0,0,45,1,Rep2,islet
r,10053:10096:10102,1299,0,0,0,0,0,0,49,1,Rep2,islet
r,10053:10096:10109,1250,49,0,0,0,0,0,49,1,Rep2,islet
r,10053:10096:10111,1300,0,0,0,0,0,0,49,1,Rep2,islet
r,10053:10096:10118,1200,0,0,0,0,0,0,47,1,Rep2,islet
r,10053:10096:10121,1152,0,0,0,0,0,0,47,1,Rep2,islet
r,10053:10096:10130,1023,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10096:10133,959,64,0,0,0,0,0,45,1,Rep2,islet
r,10053:10096:10140,847,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10096:10146,677,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10096:10150,677,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10096:10159,590,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10096:10162,559,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10096:10179,321,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10096:10184,221,1,0,0,0,0,0,45,1,Rep2,islet
r,10053:10096:10191,126,26,0,0,0,0,0,45,1,Rep2,islet
r,10053:10102:10109,1248,49,0,0,0,0,0,49,1,Rep2,islet
r,10053:10102:10111,1298,0,0,0,0,0,0,49,1,Rep2,islet
r,10053:10102:10118,1198,0,0,0,0,0,0,47,1,Rep2,islet
r,10053:10102:10121,1150,0,0,0,0,0,0,47,1,Rep2,islet
r,10053:10102:10130,1021,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10102:10133,957,64,0,0,0,0,0,45,1,Rep2,islet
r,10053:10102:10140,846,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10102:10146,677,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10102:10150,677,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10102:10159,590,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10102:10162,559,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10102:10179,321,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10102:10184,221,1,0,0,0,0,0,45,1,Rep2,islet
r,10053:10102:10191,126,26,0,0,0,0,0,45,1,Rep2,islet
r,10053:10109:10111,1249,0,49,0,0,0,0,49,1,Rep2,islet
r,10053:10109:10118,1149,0,49,0,0,0,0,47,1,Rep2,islet
r,10053:10109:10121,1122,0,30,0,0,0,0,47,1,Rep2,islet
r,10053:10109:10130,1006,0,16,0,0,0,0,45,1,Rep2,islet
r,10053:10109:10133,942,64,16,0,0,0,0,45,1,Rep2,islet
r,10053:10109:10140,839,0,8,0,0,0,0,45,1,Rep2,islet
r,10053:10109:10146,677,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10109:10150,677,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10109:10159,590,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10109:10162,559,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10109:10179,321,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10109:10184,221,1,0,0,0,0,0,45,1,Rep2,islet
r,10053:10109:10191,126,26,0,0,0,0,0,45,1,Rep2,islet
r,10053:10111:10118,1200,0,0,0,0,0,0,47,1,Rep2,islet
r,10053:10111:10121,1152,0,0,0,0,0,0,47,1,Rep2,islet
r,10053:10111:10130,1023,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10111:10133,959,64,0,0,0,0,0,45,1,Rep2,islet
r,10053:10111:10140,847,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10111:10146,677,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10111:10150,677,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10111:10159,590,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10111:10162,559,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10111:10179,321,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10111:10184,221,1,0,0,0,0,0,45,1,Rep2,islet
r,10053:10111:10191,126,26,0,0,0,0,0,45,1,Rep2,islet
r,10053:10118:10121,1151,0,0,0,0,0,0,47,1,Rep2,islet
r,10053:10118:10130,1022,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10118:10133,958,64,0,0,0,0,0,45,1,Rep2,islet
r,10053:10118:10140,847,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10118:10146,677,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10118:10150,677,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10118:10159,590,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10118:10162,559,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10118:10179,321,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10118:10184,221,1,0,0,0,0,0,45,1,Rep2,islet
r,10053:10118:10191,126,26,0,0,0,0,0,45,1,Rep2,islet
r,10053:10121:10130,1020,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10121:10133,956,64,0,0,0,0,0,45,1,Rep2,islet
r,10053:10121:10140,846,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10121:10146,677,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10121:10150,677,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10121:10159,590,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10121:10162,559,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10121:10179,321,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10121:10184,221,1,0,0,0,0,0,45,1,Rep2,islet
r,10053:10121:10191,126,26,0,0,0,0,0,45,1,Rep2,islet
r,10053:10130:10133,957,64,0,0,0,0,0,45,1,Rep2,islet
r,10053:10130:10140,846,0,0,0,0,0,0,45,1,Rep2,islet
r,10053:10130:10146,676,0,0,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10130:10150,676,0,0,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10130:10159,589,0,0,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10130:10162,558,0,0,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10130:10179,320,0,0,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10130:10184,220,1,0,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10130:10191,126,26,0,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10133:10140,781,0,64,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10133:10146,612,0,64,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10133:10150,612,0,64,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10133:10159,525,0,64,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10133:10162,494,0,64,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10133:10179,256,0,64,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10133:10184,189,1,32,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10133:10191,94,26,32,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10140:10146,676,0,0,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10140:10150,676,0,0,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10140:10159,589,0,0,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10140:10162,558,0,0,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10140:10179,321,0,0,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10140:10184,221,1,0,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10140:10191,126,26,0,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10146:10150,677,0,0,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10146:10159,590,0,0,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10146:10162,559,0,0,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10146:10179,321,0,0,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10146:10184,221,1,0,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10146:10191,126,26,0,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10150:10159,590,0,0,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10150:10162,559,0,0,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10150:10179,321,0,0,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10150:10184,221,1,0,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10150:10191,126,26,0,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10159:10162,555,0,0,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10159:10179,319,0,0,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10159:10184,220,1,0,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10159:10191,125,26,0,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10162:10179,321,0,0,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10162:10184,221,1,0,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10162:10191,126,26,0,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10179:10184,221,1,0,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10179:10191,126,26,0,0,0,0,0,45,1,Rep2,cfDNA
r,10053:10184:10191,125,26,0,0,0,0,0,45,1,Rep2,cfDNA
r,10058:10071:10075,1364,0,0,47,6,0,14,4,1,Rep2,cfDNA
r,10058:10071:10081,1364,0,0,47,6,0,14,4,1,Rep2,cfDNA
r,10058:10071:10088,1325,9,0,47,6,0,14,4,1,Rep2,cfDNA
r,10058:10071:10096,1334,0,0,47,6,0,14,4,1,Rep2,cfDNA
r,10058:10071:10102,1332,0,0,47,6,0,14,4,1,Rep2,cfDNA
r,10058:10071:10109,1297,35,0,47,6,0,0,18,1,Rep2,cfDNA
r,10058:10071:10111,1333,0,0,47,6,0,14,4,1,Rep2,cfDNA
r,10058:10071:10118,1233,0,0,47,6,0,14,2,1,Rep2,cfDNA
r,10058:10071:10121,1185,0,0,47,6,0,14,2,1,Rep2,cfDNA
r,10058:10071:10130,1070,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10071:10133,1006,64,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10071:10140,894,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10071:10146,724,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10071:10150,724,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10071:10159,639,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10071:10162,609,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10071:10179,371,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10071:10184,274,1,0,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10071:10191,178,26,0,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10071:10201,37,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10058:10075:10081,1364,0,0,47,20,0,0,4,1,Rep2,cfDNA
r,10058:10075:10088,1325,9,0,47,20,0,0,4,1,Rep2,cfDNA
r,10058:10075:10096,1334,0,0,47,20,0,0,4,1,Rep2,cfDNA
r,10058:10075:10102,1332,0,0,47,20,0,0,4,1,Rep2,cfDNA
r,10058:10075:10109,1297,35,0,47,6,14,0,4,1,Rep2,cfDNA
r,10058:10075:10111,1333,0,0,47,20,0,0,4,1,Rep2,cfDNA
r,10058:10075:10118,1233,0,0,47,20,0,0,2,1,Rep2,cfDNA
r,10058:10075:10121,1185,0,0,47,20,0,0,2,1,Rep2,cfDNA
r,10058:10075:10130,1070,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10075:10133,1006,64,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10075:10140,894,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10075:10146,724,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10075:10150,724,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10075:10159,639,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10075:10162,609,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10075:10179,371,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10075:10184,274,1,0,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10075:10191,178,26,0,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10075:10201,37,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10058:10081:10088,1325,9,0,47,20,0,0,4,1,Rep2,cfDNA
r,10058:10081:10096,1334,0,0,47,20,0,0,4,1,Rep2,cfDNA
r,10058:10081:10102,1332,0,0,47,20,0,0,4,1,Rep2,cfDNA
r,10058:10081:10109,1297,35,0,47,6,14,0,4,1,Rep2,cfDNA
r,10058:10081:10111,1333,0,0,47,20,0,0,4,1,Rep2,cfDNA
r,10058:10081:10118,1233,0,0,47,20,0,0,2,1,Rep2,cfDNA
r,10058:10081:10121,1185,0,0,47,20,0,0,2,1,Rep2,cfDNA
r,10058:10081:10130,1070,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10081:10133,1006,64,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10081:10140,894,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10081:10146,724,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10081:10150,724,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10081:10159,639,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10081:10162,609,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10081:10179,371,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10081:10184,274,1,0,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10081:10191,178,26,0,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10081:10201,37,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10058:10088:10096,1325,0,9,47,20,0,0,4,1,Rep2,cfDNA
r,10058:10088:10102,1323,0,9,47,20,0,0,4,1,Rep2,cfDNA
r,10058:10088:10109,1288,35,9,47,6,14,0,4,1,Rep2,cfDNA
r,10058:10088:10111,1324,0,9,47,20,0,0,4,1,Rep2,cfDNA
r,10058:10088:10118,1224,0,9,47,20,0,0,2,1,Rep2,cfDNA
r,10058:10088:10121,1176,0,9,47,20,0,0,2,1,Rep2,cfDNA
r,10058:10088:10130,1061,0,9,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10088:10133,997,64,9,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10088:10140,885,0,9,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10088:10146,715,0,9,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10088:10150,715,0,9,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10088:10159,630,0,9,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10088:10162,600,0,9,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10088:10179,371,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10088:10184,274,1,0,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10088:10191,178,26,0,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10088:10201,37,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10058:10096:10102,1332,0,0,47,20,0,0,4,1,Rep2,cfDNA
r,10058:10096:10109,1297,35,0,47,6,14,0,4,1,Rep2,cfDNA
r,10058:10096:10111,1333,0,0,47,20,0,0,4,1,Rep2,cfDNA
r,10058:10096:10118,1233,0,0,47,20,0,0,2,1,Rep2,cfDNA
r,10058:10096:10121,1185,0,0,47,20,0,0,2,1,Rep2,cfDNA
r,10058:10096:10130,1070,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10096:10133,1006,64,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10096:10140,894,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10096:10146,724,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10096:10150,724,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10096:10159,639,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10096:10162,609,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10096:10179,371,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10096:10184,274,1,0,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10096:10191,178,26,0,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10096:10201,37,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10058:10102:10109,1295,35,0,47,6,14,0,4,1,Rep2,cfDNA
r,10058:10102:10111,1331,0,0,47,20,0,0,4,1,Rep2,cfDNA
r,10058:10102:10118,1231,0,0,47,20,0,0,2,1,Rep2,cfDNA
r,10058:10102:10121,1183,0,0,47,20,0,0,2,1,Rep2,cfDNA
r,10058:10102:10130,1068,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10102:10133,1004,64,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10102:10140,893,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10102:10146,724,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10102:10150,724,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10102:10159,639,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10102:10162,609,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10102:10179,371,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10102:10184,274,1,0,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10102:10191,178,26,0,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10102:10201,37,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10058:10109:10111,1296,0,35,47,6,0,14,4,1,Rep2,cfDNA
r,10058:10109:10118,1196,0,35,47,6,0,14,2,1,Rep2,cfDNA
r,10058:10109:10121,1169,0,16,47,6,0,14,2,1,Rep2,cfDNA
r,10058:10109:10130,1053,0,16,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10109:10133,989,64,16,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10109:10140,886,0,8,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10109:10146,724,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10109:10150,724,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10109:10159,639,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10109:10162,609,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10109:10179,371,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10109:10184,274,1,0,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10109:10191,178,26,0,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10109:10201,37,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10058:10111:10118,1233,0,0,47,20,0,0,2,1,Rep2,cfDNA
r,10058:10111:10121,1185,0,0,47,20,0,0,2,1,Rep2,cfDNA
r,10058:10111:10130,1070,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10111:10133,1006,64,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10111:10140,894,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10111:10146,724,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10111:10150,724,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10111:10159,639,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10111:10162,609,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10111:10179,371,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10111:10184,274,1,0,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10111:10191,178,26,0,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10111:10201,37,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10058:10118:10121,1184,0,0,47,20,0,0,2,1,Rep2,cfDNA
r,10058:10118:10130,1069,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10118:10133,1005,64,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10118:10140,894,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10118:10146,724,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10118:10150,724,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10118:10159,639,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10118:10162,609,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10118:10179,371,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10118:10184,274,1,0,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10118:10191,178,26,0,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10118:10201,37,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10058:10121:10130,1067,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10121:10133,1003,64,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10121:10140,893,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10121:10146,724,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10121:10150,724,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10121:10159,639,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10121:10162,609,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10121:10179,371,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10121:10184,274,1,0,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10121:10191,178,26,0,47,0,0,0,0,1,Rep2,cfDNA
r,10058:10121:10201,37,0,0,0,0,0,0,0,1,Rep2,cfDNA
r,10058:10130:10133,1004,64,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10130:10140,893,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10130:10146,723,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10130:10150,723,0,0,47,6,0,0,0,1,Rep2,cfDNA
r,10058:10130:10159,638,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10130:10162,608,0,0,47,3,0,0,0,1,Rep2,cfDNA
r,10058:10130:10179,370,0,0,47,3,0,0,0,1,Rep2,cfDNA
